,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,Metric,Approach,Distribution,N Important,Stability 5,Stability N/2,Feat 1 Stab,Feat 2 Stab,Feat 3 Stab,Feat 4 Stab,Feat 5 Stab,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
1,Old Approach,BARBE,normal,12,0.381662489557227,0.58582526185997,0.14736842105263157,0.13157894736842105,0.08421052631578947,0.11052631578947368,0.06842105263157895,-2.05867130470155,0,9.200026737788962,-18.3166355588916,0,0,0.22128536535362223,0.0,0,0.0,-7.343460634791055,0,-3.6846041960985354,6.266912723096742,0,0,0,0,0,0,-22.964949086376645,0,-20.717545479136557,12.237932938784128,0,0,0.0,3.6115534356232737,0.0,0
2,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,-3.1561656828344438,0,3.2973132396060953,3.821104143849589,0,0,4.407430738641375,-1.795526141928419,0.0,0.0,17.125770221184666,0.0,-5.287270128847542,3.3701181832671203,1.013297647805097,0,0.0,0,0,0,5.682728840213335,2.8730773974438306,7.243417317547007,-29.188524883605474,0,0,0.0,-2.996358975592427,0,0
3,Old Approach,BARBE,normal,10,0,0,0,0,0,0,0,-4.472356115980844,0,2.753792942433601,7.678461510086543,0.0,0.0,0.0,0.0,0,0,-2.346363601192998,0,0,3.958431788988928,0.0,0,0,0,0,0,4.421099989886853,0,-6.6397937278328625,-30.95175159049751,0,0,2.2717388399887404,0.0,0,0
4,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,6.610284860016266,0,-3.314575542640873,492.07607837011125,0.0,-2.6090219439262583,0,-6.87557429436121,0,0,9.656231881067754,0,7.602383705498057,6.176509420266649,0.0,0,0.0,0,0,0,-19.2058758072207,3.347215071772639,-12.378813116361888,-31.268664318064754,2.1683545598819953,2.9650906526975267,0,8.605438714149,0,0.0
5,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,0,0.0,8.65192750991261,3.652944821024587,0,0,0.0,6.804409651959847,0,0,-1.9981795922981092,0,10.839499571721252,2.271798509722211,0,0.0,0,0,0,0,-11.416581346334807,0,1.8167750407606604,-7.692510572789711,2.0541006134105673,2.900818314220582,5.614506332793066,-1.50138233962166,0,0
6,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,5.293935179572877,0.0,2.806203874507446,5.289122776629719,0,0.0,27.13587205163694,-3.495793594360013,0,0,10.725817256188302,0,5.164776340861233,5.678166097105849,0,0,0,0.0,0,0,5.303145028477412,5.605240371068813,-11.351626311654945,0.18083424427814318,0,0.0,0.0,6.2517305103773495,2.5158709254235636,0
7,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,-5.053778072635146,2.603425000202781,1.9247365205288003,1.67791781894698,0.0,0.0,2.058334902716581,-2.6585616823844944,0,-2.058334902716581,1.3921003941595265,0,13.42330650130004,7.342525716934112,0,0,0.0,0.0,0,0,1.729352940913316,0.0,-8.397723765198265,-2.305199410570762,0,0.0,0.0,1.8659226583718131,0,0.0
8,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,0,0,0.0,-31.699427704919735,0,0.0,4.076510074268187,1.875990120620407,0,0.0,3.5101300190735154,0,-7.279382976525461,5.799273922150571,0,0.0,0,0.0,0,0,-13.823021811366086,0.0,-16.847671358461962,23.91946042186551,0,0.0,2.63332308073172,-1.5859093453091715,0.0,0.0
9,Old Approach,BARBE,normal,19,0,0,0,0,0,0,0,-10.56962935948029,2.806203874507446,-22.766612603489467,14.102319689119765,-2.806203874507446,5.3831841507103,-2.572585249994082,5.197636558101759,0.0,0.0,-6.246152588468024,0.0,-2.640331560575303,0.4966823650041285,0.0,0.0,0,0.0,0,0,-17.597404712506414,4.272173391041746,6.814642628054057,18.987312978362365,0.0,4.763135437116493,6.512407657101395,9.67128211848582,0.0,0.0
10,Old Approach,BARBE,normal,11,0,0,0,0,0,0,0,-5.155553400090041,0.0,-2.0602431309622533,552.4991322265578,0.0,0.0,0,-3.3792847429964867,0,0.0,0,0,0.0,-6.288026013469771,0,0,0,0,0.0,0,-0.8502453221446629,2.8168342905544788,60.033110114928505,9.384390437530321,0,0.0,0,5.6585586298051505,0,0
11,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,1048.756503366981,0,-2.970810562370489,6.717074286128596,0,0.0,-2.8655183661757593,0.0,0,0,-8.479629168359176,0,2.1843444479049374,10.884285544482253,0,0,0.0,0,0,0.0,-24.308172372885995,2.091194387891596,5.816948760703623,27.79905399643506,0.0,0,2.80299384222823,2.330537614500572,2.7653381415964913,0
12,Old Approach,BARBE,normal,15,0,0,0,0,0,0,0,12.207377078853051,2.0272512646092866,-3.8185392954496677,7.822187067129887,0,0.0,0.0,0.0,0,0.0,6.386154575317316,0.0,-3.0710555760247433,11.23576500150367,0,0,0,0,0,0,6.449581642462136,4.5881959264197665,-9.08820777556623,24.502139722154702,2.1272393567473156,0,2.2278946911909268,-2.1117693749138455,0,0
13,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,81.7967914657279,-2.1108775799605692,10.269424765061684,14.093386076355145,0,0.0,-2.438381897740121,-2.929480084344648,0.0,2.0000055622028543,3.0000083433042812,0,-2.438381897740121,7.717355496492364,0,0.0,0.0,0.0,0,0,-28.10434369412562,0.0,-18.291700186174058,19.47733824197694,0,2.5563107374264016,0,8.422177753829091,0.0,0
14,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,16.139200116857115,0.0,3.8557186177641856,58.216253286625644,0,0,0.0,5.70325410735296,0.0,0.0,3.2678872253431743,0.0,1.2959808436638434,-4.381248173277198,0,-2.092883340801044,0,0.0,0.0,0,3.307390801838981,3.993833298818511,8.28141148156417,-36.298157143003316,0.0,0,0.0,2.220326075768449,0,0
15,Old Approach,BARBE,normal,14,0,0,0,0,0,0,0,1.5415752164737784,0,6.926255114528335,6.918845107555498,0,0.0,0.0,1.9655990580975415,0,0,-8.231213908794144,2.1926990163014466,-1.534023258639905,13.271782996346989,0.0,0.0,0,0,0,0,8.147233923934218,-1.8219273827408529,2.166671598135488,-38.37972135506864,0,0.0,0,0.0,1.8219273827408529,0.0
16,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,0.0,2.3107023466763583,-2.2730223069771194,6.746933072414666,0.0,0,0,0,0,0,-8.462130137313716,0,-11.973569497790004,12.727876698669421,0,0,0,0,0,0,-17.916105656490892,0,-5.586327502398708,3.9375486643762523,-2.08125994302262,0.0,0.0,0,0,2.3256752261652287
17,Old Approach,BARBE,normal,13,0,0,0,0,0,0,0,3.0154232763727253,2.730912527696082,0.0,8.371700569664574,0,0.0,26.168861962937,0.0,0,0,80.52988690323552,2.076801785888555,29.951786051421568,244.47229440144355,0.0,0.0,0.0,0,0,0,5.958110583097933,0,-24.300098175738164,12.324867638541871,0,0,0.0,6.28224173497747,0.0,0
18,Old Approach,BARBE,normal,16,0,0,0,0,0,0,0,11.029768427963747,0,0.0,0.0,-1.7745670713256696,0.0,-3.3551198131055813,0.9523868106315442,0,-3.1121068705742942,-2.4600962150256973,0,0,10.960747726829181,0,-1.7500048669274975,1.7745670713256696,0,0,0.0,-18.389794568270297,0,-13.694532941636787,14.80530346512261,0,2.519232348864891,-2.2383937221891745,2.1438452045657015,0.0,0
19,Old Approach,BARBE,normal,17,0,0,0,0,0,0,0,5.119078745463829,0,-2.4608834963328263,21.390032989601767,0,0,0.0,2.271537332750848,0,0.0,16.70472815132598,0,-4.878320997058361,0.9378800571109088,1.7500048669274975,-1.9271319833576965,0,0,0.0,0.0,3.3458070042102754,-2.1046529058805845,4.9193635195394005,-34.39201424592631,-2.823130448632843,4.297971769198898,0,0.0,1.7745670713256696,0.0
20,Old Approach,BARBE,normal,12,0,0,0,0,0,0,0,-6.542291439651057,0,9.487551535167793,10.710974605860317,0.0,0,0.0,0.0,0,0,-2.4784598882798234,0,-2.3968799136886205,-0.9980042369279568,0,0,0,0,0,0,11.086132764016213,0,10.625753908375227,-27.657545441385114,0,0.0,-2.0530556045233257,4.164853932517558,0,0
